# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
08/02/2021 12:10:25,Class A,377739000,55.453662,12.710818,Under way using engine,0.0,9.5,4.3,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:10:35,Class A,377739000,55.454078,12.710877,Under way using engine,0.0,9.5,4.4,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:10:35,Class A,266440000,55.414540,12.692008,Under way using engine,,12.4,9.8,9,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:10:44,Class A,266440000,55.415098,12.692177,Under way using engine,0.0,12.3,9.1,10,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:10:44,Class A,377739000,55.454512,12.710938,Under way using engine,0.0,9.5,4.7,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:10:55,Class A,266440000,55.415098,12.692177,Under way using engine,0.0,12.3,9.1,10,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:10:55,Class A,266440000,55.415662,12.692367,Under way using engine,0.0,12.4,10.8,9,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:10:56,Class A,377739000,55.455000,12.710995,Under way using engine,0.0,9.5,3.7,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:11:04,Class A,266440000,55.416158,12.692543,Under way using engine,0.0,12.3,11.1,10,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:11:06,Class A,377739000,55.455445,12.711062,Under way using engine,0.0,9.5,4.4,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:11:14,Class A,266440000,55.416782,12.692755,Under way using engine,0.0,12.4,11.5,9,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:11:16,Class A,377739000,55.455880,12.711127,Under way using engine,0.0,9.5,4.8,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:11:24,Class A,266440000,55.417330,12.692917,Under way using engine,0.0,12.1,9.5,9,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:11:25,Class A,377739000,55.456302,12.711187,Under way using engine,0.0,9.6,4.6,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:11:35,Class A,377739000,55.456718,12.711253,Under way using engine,0.0,9.5,5.0,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:11:35,Class A,266440000,55.417898,12.693098,Under way using engine,0.0,12.4,10.4,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:11:44,Class A,377739000,55.457153,12.711315,Under way using engine,0.0,9.5,4.8,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:11:44,Class A,266440000,55.418445,12.693265,Under way using engine,0.0,12.0,9.6,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:11:54,Class A,266440000,55.419017,12.693415,Under way using engine,0.0,12.5,8.6,9,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:11:56,Class A,377739000,55.457642,12.711373,Under way using engine,0.0,9.5,4.0,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:12:05,Class A,377739000,55.458060,12.711435,Under way using engine,0.0,9.5,4.8,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:12:14,Class A,266440000,55.420137,12.693698,Under way using engine,0.0,12.5,6.7,7,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:12:16,Class A,377739000,55.458522,12.711500,Under way using engine,0.0,9.5,4.2,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:12:24,Class A,266440000,55.420688,12.693830,Under way using engine,0.0,12.1,6.7,6,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:12:25,Class A,377739000,55.458938,12.711563,Under way using engine,0.0,9.5,5.0,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:12:35,Class A,377739000,55.459353,12.711637,Under way using engine,0.0,9.5,6.0,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:12:36,Class A,266440000,55.421313,12.693973,Under way using engine,,12.4,7.1,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:12:44,Class A,266440000,55.421810,12.694108,Under way using engine,0.0,12.1,8.0,7,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:12:44,Class A,377739000,55.459790,12.711688,Under way using engine,0.0,9.5,3.4,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:12:54,Class A,266440000,55.422368,12.694250,Under way using engine,0.0,12.2,8.2,9,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:12:56,Class A,377739000,55.460280,12.711752,Under way using engine,0.0,9.6,4.5,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:13:04,Class A,266440000,55.422862,12.694400,Under way using engine,0.0,12.1,9.1,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:13:05,Class A,377739000,55.460698,12.711820,Under way using engine,0.0,9.5,5.5,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:13:14,Class A,266440000,55.423478,12.694572,Under way using engine,0.0,12.4,8.9,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:13:16,Class A,377739000,55.461165,12.711877,Under way using engine,0.0,9.6,3.8,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:13:24,Class A,266440000,55.424025,12.694728,Under way using engine,0.0,12.1,8.4,9,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:13:25,Class A,377739000,55.461585,12.711932,Under way using engine,0.0,9.5,4.3,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:13:34,Class A,377739000,55.462002,12.711995,Under way using engine,0.0,9.6,5.1,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:13:35,Class A,266440000,55.424637,12.694905,Under way using engine,0.0,12.1,8.3,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:13:44,Class A,266440000,55.425128,12.695042,Under way using engine,0.0,12.0,8.4,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:13:45,Class A,377739000,55.462463,12.712067,Under way using engine,0.0,9.6,4.4,4,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:13:54,Class A,266440000,55.425680,12.695192,Under way using engine,0.0,12.0,8.8,7,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:13:55,Class A,377739000,55.462895,12.712123,Under way using engine,0.0,9.6,4.2,4,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:14:04,Class A,266440000,55.426178,12.695325,Under way using engine,0.0,12.2,9.3,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:14:05,Class A,377739000,55.463362,12.712175,Under way using engine,0.0,9.6,4.2,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:14:15,Class A,377739000,55.463783,12.712237,Under way using engine,0.0,9.6,4.8,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:14:24,Class A,266440000,55.427342,12.695630,Under way using engine,,12.3,8.5,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:14:25,Class A,377739000,55.464275,12.712298,Under way using engine,0.0,9.6,4.2,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:14:34,Class A,377739000,55.464670,12.712352,Under way using engine,0.0,9.6,4.3,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:14:35,Class A,266440000,55.427940,12.695800,Under way using engine,0.0,12.0,8.3,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:14:44,Class A,266440000,55.428435,12.695947,Under way using engine,,12.0,9.2,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:14:45,Class A,377739000,55.465133,12.712420,Under way using engine,0.0,9.6,4.3,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:14:47,Class A,377739000,55.465133,12.712420,Under way using engine,0.0,9.6,4.3,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:14:54,Class A,266440000,55.428983,12.696102,Under way using engine,0.0,12.1,8.2,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:14:55,Class A,377739000,55.465563,12.712483,Under way using engine,0.0,9.6,4.7,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:15:04,Class A,266440000,55.429475,12.696242,Under way using engine,0.0,12.0,8.4,6,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:15:05,Class A,377739000,55.466030,12.712552,Under way using engine,0.0,9.6,4.7,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:15:14,Class A,377739000,55.466452,12.712610,Under way using engine,0.0,9.6,3.9,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:15:15,Class A,266440000,55.430082,12.696392,Under way using engine,0.0,12.1,8.2,6,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:15:24,Class A,266440000,55.430627,12.696502,Under way using engine,0.0,11.9,6.0,6,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:15:25,Class A,377739000,55.466943,12.712677,Under way using engine,0.0,9.7,4.4,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:15:34,Class A,377739000,55.467340,12.712737,Under way using engine,0.0,9.6,5.3,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:15:44,Class A,266440000,55.431725,12.696737,Under way using engine,0.0,12.0,5.7,7,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:15:45,Class A,377739000,55.467803,12.712807,Under way using engine,0.0,9.6,4.7,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:15:55,Class A,266440000,55.432270,12.696880,Under way using engine,0.0,11.9,8.2,5,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:15:55,Class A,377739000,55.468233,12.712863,Under way using engine,0.0,9.6,4.3,6,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:16:04,Class A,266440000,55.432765,12.696975,Under way using engine,0.0,12.0,5.7,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:16:05,Class A,377739000,55.468698,12.712947,Under way using engine,0.0,9.6,5.9,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:16:14,Class A,377739000,55.469118,12.713002,Under way using engine,0.0,9.5,4.2,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:16:15,Class A,266440000,55.433372,12.697152,Under way using engine,0.0,12.0,9.3,6,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:16:25,Class A,266440000,55.433995,12.697290,Under way using engine,,12.5,7.5,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:16:25,Class A,377739000,55.469607,12.713053,Under way using engine,0.0,9.6,3.3,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:16:34,Class A,266440000,55.434495,12.697442,Under way using engine,0.0,12.2,9.2,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:16:34,Class A,377739000,55.469998,12.713113,Under way using engine,0.0,9.5,5.1,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:16:45,Class A,266440000,55.435057,12.697595,Under way using engine,0.0,12.4,9.1,9,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:16:45,Class A,377739000,55.470455,12.713175,Under way using engine,0.0,9.5,4.2,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:16:55,Class A,266440000,55.435057,12.697595,Under way using engine,0.0,12.4,9.1,9,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:16:55,Class A,377739000,55.470887,12.713225,Under way using engine,0.0,9.6,3.7,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:16:56,Class A,266440000,55.435675,12.697777,Under way using engine,0.0,12.4,9.4,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:17:05,Class A,266440000,55.436197,12.697915,Under way using engine,0.0,12.6,8.7,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:17:05,Class A,377739000,55.471348,12.713282,Under way using engine,0.0,9.5,4.2,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:17:14,Class A,377739000,55.471767,12.713338,Under way using engine,0.0,9.5,4.2,6,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:17:15,Class A,266440000,55.436757,12.698065,Under way using engine,0.0,12.3,8.4,7,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:17:25,Class A,266440000,55.437400,12.698215,Under way using engine,0.0,12.7,7.6,6,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:17:25,Class A,377739000,55.472247,12.713418,Under way using engine,0.0,9.4,4.8,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:17:34,Class A,377739000,55.472635,12.713470,Under way using engine,0.0,9.4,4.1,4,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:17:35,Class A,266440000,55.437900,12.698342,Under way using engine,0.0,12.2,8.0,6,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:17:45,Class A,377739000,55.473090,12.713527,Under way using engine,0.0,9.4,4.0,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:17:55,Class A,377739000,55.473517,12.713590,Under way using engine,0.0,9.5,4.7,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:17:56,Class A,266440000,55.439107,12.698618,Under way using engine,0.0,12.4,7.9,5,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:18:05,Class A,377739000,55.473978,12.713652,Under way using engine,0.0,9.5,4.3,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:18:05,Class A,266440000,55.439627,12.698710,Under way using engine,0.0,12.6,5.6,7,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:18:15,Class A,266440000,55.440205,12.698848,Under way using engine,0.0,12.6,7.2,6,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:18:15,Class A,377739000,55.474398,12.713713,Under way using engine,0.0,9.6,4.4,4,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:18:25,Class A,377739000,55.474885,12.713773,Under way using engine,0.0,9.6,4.0,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:18:25,Class A,266440000,55.440833,12.699000,Under way using engine,0.0,12.5,7.4,6,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:18:35,Class A,266440000,55.441357,12.699117,Under way using engine,0.0,12.8,6.9,6,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:18:36,Class A,377739000,55.475330,12.713835,Under way using engine,0.0,9.5,4.6,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:18:45,Class A,266440000,55.441938,12.699242,Under way using engine,0.0,12.7,6.9,5,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:18:46,Class A,377739000,55.475763,12.713907,Under way using engine,0.0,9.5,5.2,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:18:55,Class A,377739000,55.476158,12.713957,Under way using engine,0.0,9.5,4.2,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:18:56,Class A,266440000,55.442570,12.699372,Under way using engine,,12.6,6.3,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:19:05,Class A,266440000,55.443102,12.699520,Under way using engine,,12.9,8.7,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:19:05,Class A,377739000,55.476618,12.714032,Under way using engine,0.0,9.5,5.4,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:19:14,Class A,377739000,55.477035,12.714097,Under way using engine,0.0,9.5,4.1,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:19:15,Class A,266440000,55.443670,12.699675,Under way using engine,0.0,12.5,8.5,7,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:19:25,Class A,377739000,55.477518,12.714165,Under way using engine,0.0,9.5,4.6,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:19:25,Class A,266440000,55.444315,12.699847,Under way using engine,,12.9,8.9,9,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:19:34,Class A,266440000,55.444827,12.700007,Under way using engine,0.0,12.5,9.9,6,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:19:36,Class A,377739000,55.477963,12.714235,Under way using engine,0.0,9.5,5.2,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:19:45,Class A,266440000,55.445413,12.700152,Under way using engine,0.0,12.9,8.0,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:19:46,Class A,377739000,55.478402,12.714298,Under way using engine,0.0,9.6,4.5,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:19:55,Class A,377739000,55.478800,12.714355,Under way using engine,0.0,9.6,4.7,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:19:56,Class A,266440000,55.446050,12.700322,Under way using engine,0.0,12.6,8.2,6,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:20:05,Class A,266440000,55.446573,12.700443,Under way using engine,,12.7,7.7,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:20:05,Class A,377739000,55.479263,12.714432,Under way using engine,0.0,9.6,6.0,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:20:14,Class A,377739000,55.479683,12.714497,Under way using engine,0.0,9.5,4.3,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:20:15,Class A,266440000,55.447158,12.700608,Under way using engine,0.0,12.8,9.0,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
08/02/2021 12:20:25,Class A,377739000,55.480172,12.714560,Under way using engine,0.0,9.6,4.0,5,9108439,J8B5374,INGEBORG PILOT,Cargo,No additional information,11,88,GPS,5.1,DK CPH,08/02/2021 10:00:00,AIS,73,15,8,3
08/02/2021 12:20:25,Class A,266440000,55.447783,12.700795,Under way using engine,0.0,12.6,9.4,8,9227431,SKGQ,POLAR,Fishing,,11,61,GPS,6.4,SKAGEN,,AIS,42,19,5,6
