# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type
11/03/2018 07:20:00,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,2.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:20:07,Class A,218176000,56.115292,10.321135,Under way using engine,0.0,8.6,332.3,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:20:11,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,220.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:20:17,Class A,218176000,56.115643,10.320803,Under way using engine,0.0,8.6,332.2,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:20:19,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,23.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:20:28,Class A,218176000,56.116032,10.320438,Under way using engine,0.0,8.6,332.1,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:20:30,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,8.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:20:39,Class A,218176000,56.116383,10.320105,Under way using engine,0.0,8.6,332.2,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:20:40,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,6.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:20:48,Class A,218176000,56.116700,10.319802,Under way using engine,0.0,8.6,331.9,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:20:49,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,29.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:20:57,Class A,218176000,56.117055,10.319470,Under way using engine,0.0,8.6,332.1,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:21:00,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,269.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:21:07,Class A,218176000,56.117408,10.319143,Under way using engine,0.0,8.6,332.5,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:21:11,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,354.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:21:17,Class A,218176000,56.117763,10.318813,Under way using engine,0.0,8.6,332.4,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:21:19,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,345.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:21:28,Class A,218176000,56.118155,10.318450,Under way using engine,0.0,8.6,332.5,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:21:30,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,0.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:21:37,Class A,218176000,56.118478,10.318160,Under way using engine,0.0,8.6,332.4,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:21:40,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,2.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:21:48,Class A,218176000,56.118865,10.317810,Under way using engine,0.0,8.6,332.5,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:21:49,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,239.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:21:59,Class A,218176000,56.119220,10.317480,Under way using engine,0.0,8.6,332.6,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:22:00,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,18.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:22:07,Class A,218176000,56.119538,10.317182,Under way using engine,0.0,8.6,332.9,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:22:11,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,244.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:22:17,Class A,218176000,56.119895,10.316853,Under way using engine,0.0,8.6,333.1,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:22:19,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,246.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:22:28,Class A,218176000,56.120290,10.316488,Under way using engine,0.0,8.6,333.1,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:22:30,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,10.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:22:37,Class A,218176000,56.120612,10.316198,Under way using engine,0.0,8.6,333.3,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:22:40,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,14.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:22:48,Class A,218176000,56.121007,10.315838,Under way using engine,0.0,8.6,333.2,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:22:49,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,231.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:22:59,Class A,218176000,56.121362,10.315510,Under way using engine,0.0,8.6,333.0,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:22:59,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,2.0,111,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:23:07,Class A,218176000,56.121682,10.315217,Under way using engine,0.0,8.6,332.9,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:23:09,Class A,218176000,56.121682,10.315217,Under way using engine,0.0,8.6,332.9,335,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:23:11,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,31.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:23:17,Class A,218176000,56.122038,10.314903,Under way using engine,,8.6,333.6,334,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:23:21,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,249.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:23:25,Class A,218176000,56.122285,10.314677,Under way using engine,0.0,8.6,333.7,333,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:23:28,Class A,218176000,56.122427,10.314542,Under way using engine,0.0,8.6,333.2,333,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:23:30,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,356.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:23:31,Class A,218176000,56.122532,10.314445,Under way using engine,0.0,8.6,332.9,333,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:23:37,Class A,218176000,56.122745,10.314240,Under way using engine,0.0,8.6,332.1,332,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:23:40,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,333.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:23:48,Class A,218176000,56.123133,10.313857,Under way using engine,0.0,8.6,331.1,332,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:23:49,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,357.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:23:59,Class A,218176000,56.123483,10.313505,Under way using engine,0.0,8.6,330.4,332,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:23:59,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,15.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:24:08,Class A,218176000,56.123832,10.313152,Under way using engine,0.0,8.6,330.3,332,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:24:11,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,6.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:24:17,Class A,218176000,56.124148,10.312832,Under way using engine,0.0,8.6,330.3,332,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:24:21,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,339.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:24:28,Class A,218176000,56.124537,10.312443,Under way using engine,0.0,8.7,330.7,333,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:24:30,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,232.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:24:37,Class A,218176000,56.124853,10.312128,Under way using engine,0.0,8.6,331.0,333,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:24:40,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,11.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:24:48,Class A,218176000,56.125238,10.311745,Under way using engine,0.0,8.6,331.0,333,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:24:50,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,236.0,111,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:24:59,Class A,218176000,56.125590,10.311395,Under way using engine,0.0,8.7,331.1,333,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:24:59,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,29.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:25:04,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,29.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:25:08,Class A,218176000,56.125945,10.311050,Under way using engine,0.0,8.7,331.4,333,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:25:11,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,3.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:25:17,Class A,218176000,56.126262,10.310742,Under way using engine,0.0,8.7,331.4,333,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:25:21,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,255.0,111,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:25:28,Class A,218176000,56.126653,10.310360,Under way using engine,0.0,8.7,331.4,333,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:25:30,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,331.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:25:37,Class A,218176000,56.126973,10.310047,Under way using engine,0.0,8.7,331.2,333,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:25:40,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,309.0,111,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:25:48,Class A,218176000,56.127363,10.309663,Under way using engine,0.0,8.7,331.3,333,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:25:50,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,332.0,111,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:25:59,Class A,218176000,56.127717,10.309318,Under way using engine,0.0,8.7,331.4,333,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:25:59,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,8.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:26:08,Class A,218176000,56.128070,10.308978,Under way using engine,0.0,8.7,331.3,333,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:26:10,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,0.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:26:17,Class A,218176000,56.128390,10.308668,Under way using engine,0.0,8.7,331.3,333,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:26:21,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,356.0,111,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:26:28,Class A,218176000,56.128782,10.308293,Under way using engine,,8.7,332.0,332,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:26:30,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,349.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:26:35,Class A,218176000,56.129032,10.308053,Under way using engine,0.0,8.7,331.7,331,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:26:38,Class A,218176000,56.129103,10.307985,Under way using engine,0.0,8.7,331.5,331,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:26:40,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,238.0,111,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:26:41,Class A,218176000,56.129243,10.307845,Under way using engine,0.0,8.7,331.3,330,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:26:48,Class A,218176000,56.129485,10.307595,Under way using engine,0.0,8.7,330.5,330,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:26:50,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,15.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:26:59,Class A,218176000,56.129833,10.307237,Under way using engine,0.0,8.7,329.7,330,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:26:59,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,10.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:27:08,Class A,218176000,56.130178,10.306870,Under way using engine,0.0,8.7,329.0,329,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:27:10,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,258.0,111,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:27:19,Class A,218176000,56.130525,10.306497,Under way using engine,0.0,8.7,328.6,330,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:27:20,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,358.0,111,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:27:28,Class A,218176000,56.130868,10.306118,Under way using engine,0.0,8.7,328.4,330,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:27:30,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,358.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:27:38,Class A,218176000,56.131177,10.305778,Under way using engine,0.0,8.7,328.6,330,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:27:40,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,339.0,111,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:27:48,Class A,218176000,56.131555,10.305367,Under way using engine,0.0,8.7,328.6,330,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:27:50,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,351.0,111,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:27:59,Class A,218176000,56.131895,10.305002,Under way using engine,0.0,8.7,328.9,330,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:27:59,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,262.0,110,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:28:08,Class A,218176000,56.132242,10.304628,Under way using engine,0.0,8.6,329.1,330,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:28:10,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,22.0,109,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:28:19,Class A,218176000,56.132580,10.304258,Under way using engine,0.0,8.6,328.7,330,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:28:20,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,12.0,107,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:28:28,Class A,218176000,56.132923,10.303895,Under way using engine,0.0,8.6,329.1,330,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:28:30,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,40.0,105,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:28:38,Class A,218176000,56.133232,10.303570,Under way using engine,0.0,8.6,329.3,330,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:28:40,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.0,53.0,104,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:28:48,Class A,218176000,56.133610,10.303168,Under way using engine,0.0,8.6,329.3,330,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:28:50,Class A,219001261,56.147000,10.247333,Under way using engine,0.0,0.2,95.0,103,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:28:59,Class A,218176000,56.133953,10.302807,Under way using engine,0.0,8.6,329.3,330,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:28:59,Class A,219001261,56.147000,10.247500,Under way using engine,0.0,0.5,110.0,106,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:29:08,Class A,218176000,56.134295,10.302440,Under way using engine,0.0,8.6,329.2,330,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:29:10,Class A,218176000,56.134295,10.302440,Under way using engine,0.0,8.6,329.2,330,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:29:10,Class A,219001261,56.147000,10.247500,Under way using engine,,0.9,120.0,114,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:29:16,Class A,219001261,56.147000,10.247667,Under way using engine,,1.1,122.0,118,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:29:19,Class A,218176000,56.134635,10.302075,Under way using engine,0.0,8.6,329.1,330,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:29:20,Class A,219001261,56.146833,10.247667,Under way using engine,,1.2,123.0,119,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:29:23,Class A,219001261,56.146833,10.247667,Under way using engine,,1.3,124.0,120,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:29:26,Class A,219001261,56.146833,10.247667,Under way using engine,,1.4,124.0,120,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
11/03/2018 07:29:28,Class A,218176000,56.134977,10.301710,Under way using engine,0.0,8.6,329.1,330,8905115,DJLS,MAIKE,Cargo,,11,82,GPS,3.8,DK AAR,11/03/2018 10:00:00,AIS
11/03/2018 07:29:31,Class A,219001261,56.146833,10.247833,Under way using engine,0.0,1.5,125.0,120,7236347,OWSG2,JOHN MADSEN,Dredging,,8,30,GPS,2.0,DK EGA,25/02/2019 09:00:00,AIS
